"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0031123","GO:0031123","RNA 3'-end processing",90,0.668770414068253,1.87227136669018,1.54659330188087e-05,0.000430698616836288,0.000320438433646276,3297,"tags=33%, list=12%, signal=29%","1736/25888/23404/51010/23016/25896/1477/51692/56915/87178/11340/54512/2091/1479/7884/55656/11044/6741/64852/6227/22916/26024/11052/55149/29894/58490/81691/580/3028/118460"
"GO:0051051","GO:0051051","negative regulation of transport",408,-0.427862182423911,-1.50200417143663,1.62897695800186e-05,0.000451624811734026,0.000336007457676266,3636,"tags=26%, list=14%, signal=23%","50852/4947/55917/54550/23191/29969/90007/91319/10956/23479/7779/3084/2308/285381/2042/3965/7009/51548/5728/4131/2781/54899/130399/5167/5908/257364/23409/8399/91543/6833/497189/3071/5592/6860/150/23208/80763/7881/51763/805/382/6622/5071/8673/94121/51715/3690/140775/284/29993/10550/5581/9368/2946/11060/55022/51465/11142/130497/55829/1193/5532/6536/4842/4129/3033/729230/596/7132/2294/817/4756/406937/3958/5997/948/845/84830/1113/1408/1393/2185/1410/857/9525/6422/5579/1268/5350/6717/2150/23327/2824/3745/5028/6865/88455/634/288/477/51719/2775/801/11261/5906/11252/5593/55198"
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus",355,-0.441788299747142,-1.5428789319511,1.63759748814222e-05,0.000452005890753592,0.000336290979283608,3743,"tags=32%, list=14%, signal=27%","9847/10768/9640/6774/9663/4780/4644/23191/5578/388581/3643/5795/4218/4920/2308/79837/3716/5919/2042/5140/8837/4131/23038/5106/4058/4149/4916/2641/815/5594/5167/64397/558/1436/5156/324/8013/1583/5894/2260/5164/2890/2822/3158/2322/51763/51237/1956/54741/2885/4303/3690/6443/5595/2660/2044/3815/2805/112/132864/5566/116511/55022/8036/4690/9734/5580/55829/29904/4921/7010/284656/1398/2852/23371/8835/4641/406937/490/2690/285220/185/6340/5105/9971/2263/2045/2875/8648/6844/1979/2549/1393/64506/6655/6548/55625/857/4593/6338/5579/10580/8850/8412/51043/634/6517/55532/5166/760/9340/55198"
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization",384,-0.429169836591313,-1.50305195925142,1.65305782701593e-05,0.000454263203741205,0.000337970413137641,4160,"tags=30%, list=16%, signal=26%","5962/6249/6093/5295/3055/11117/119/9101/85415/7082/51466/57731/27236/440193/2314/11078/2258/23191/6356/27124/90102/91663/10174/9948/22911/4133/389/4089/7408/10109/10395/2764/29766/1236/4131/9659/7454/9535/80127/79822/23616/11214/6869/324/1639/3071/29767/3059/2059/10163/51763/382/23580/9353/5063/57704/6622/5071/1901/2885/10142/10602/6366/51429/998/5581/11034/4653/10391/57606/4130/4690/89927/5580/81553/4137/79998/50853/387680/2909/25/23671/23370/11075/10979/1191/25999/2316/348110/2185/5734/1410/6548/85477/51474/6422/57482/23500/11346/10382/5663/7111/253725/2150/2934/1902/171024/25802/55616/7168/51676/6387/25959/1073/6840/118/7148"
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis",168,0.588978667274824,1.7743122120912,1.69842383097735e-05,0.000463554289630187,0.000344882952191069,4278,"tags=41%, list=16%, signal=35%","22974/89958/6790/284403/29128/8480/4605/9493/4751/1058/54820/24137/83540/29127/84722/55726/64946/891/5901/983/4085/332/5347/6491/3833/57405/9055/29899/7272/1104/54908/9793/55143/11200/9700/10460/9212/440145/9787/1062/126731/55835/991/79866/49856/3832/10783/23636/7283/56992/3619/126520/3192/8086/3925/9639/1263/7756/83541/10403/92421/152185/285643/3837/10464/56647/84080/9183/163786"
"GO:0098754","GO:0098754","detoxification",149,-0.552865674097422,-1.75346138216698,1.70173023926439e-05,0.000463554289630187,0.000344882952191069,2757,"tags=29%, list=10%, signal=26%","7779/55244/10928/84293/1356/2938/7173/5243/3040/23530/4151/94241/10516/128/6565/5581/2946/55829/1193/4501/2168/54996/3043/4493/5174/847/948/4259/57016/4502/83667/2878/4496/4495/54575/4499/55532/4494/343/5742/9588/9429/6584"
"GO:0045604","GO:0045604","regulation of epidermal cell differentiation",61,0.735064395847835,1.93671197094567,1.89546696936644e-05,0.000514083606735124,0.000382476607228221,2430,"tags=25%, list=9%, signal=22%","2118/4488/6820/1594/2146/5317/29841/4831/5068/6424/652/26154/9555/4613/10626"
"GO:0031297","GO:0031297","replication fork processing",50,0.753632022894395,1.92393685311062,1.92291115472392e-05,0.000519269254682589,0.000386334713200171,3272,"tags=44%, list=12%, signal=39%","146956/55159/9156/675/10293/29980/672/1763/4796/1663/10721/253714/641/51750/5111/545/197342/84083/4361/54962/63901/580"
"GO:0035725","GO:0035725","sodium ion transmembrane transport",186,-0.516449193239333,-1.68177630272198,1.99648066315443e-05,0.000536812343825747,0.000399386717052989,2361,"tags=27%, list=9%, signal=25%","2903/123041/1261/6329/55800/54795/1259/5581/6575/6547/130497/57282/6536/4842/6543/6328/3777/817/6546/6549/6340/483/53826/1756/340024/6550/6548/9963/6338/6330/6327/162514/482/7871/246213/11280/285195/23327/6332/115584/10050/6335/1258/493/288/6574/477/57030/8671/11261/26504"
"GO:0045682","GO:0045682","regulation of epidermis development",68,0.709637427491751,1.90725146912748,2.0310940253172e-05,0.000541451475637979,0.000402838216717209,2457,"tags=24%, list=9%, signal=21%","2118/4488/6820/1594/2146/5317/29841/4831/5068/6424/652/26154/9555/4613/10626/84283"
"GO:0032411","GO:0032411","positive regulation of transporter activity",74,-0.660932457476511,-1.89220981561214,2.02971082290179e-05,0.000541451475637979,0.000402838216717209,3040,"tags=38%, list=11%, signal=34%","6769/783/6324/9465/7225/805/10142/2946/10110/5580/219527/729230/5174/844/483/6256/1756/1520/6548/9472/57158/482/287/288/801/6786/11261/6446"
"GO:0003254","GO:0003254","regulation of membrane depolarization",48,-0.714182945169828,-1.9363317061224,2.04433252272561e-05,0.000542661543692015,0.000403738503592261,2726,"tags=38%, list=10%, signal=34%","10021/10962/6324/55800/54795/4653/1634/567/4092/596/1181/817/6327/7871/23327/288/2273/23171"
"GO:2001252","GO:2001252","positive regulation of chromosome organization",102,0.650333340282744,1.83649694786586,2.05743911152788e-05,0.000543826490580971,0.00040460522046059,2429,"tags=35%, list=9%, signal=32%","225689/1736/221150/8607/908/4609/1017/54892/699/4751/26354/23397/7203/23310/79913/10576/983/10575/1663/64151/22948/10574/65057/2237/86/9212/51750/3178/220134/545/9555/10694/10856/83444/9918/4361"
"GO:0022616","GO:0022616","DNA strand elongation",37,0.80271074957358,1.94747489953731,2.10091862228407e-05,0.000552975964802026,0.000411412400872772,2927,"tags=54%, list=11%, signal=48%","8607/5983/9837/5984/4172/79913/5425/4176/4173/1763/3978/86/5422/5111/3980/10856/83444/4361/7015/64858"
"GO:0051235","GO:0051235","maintenance of location",218,-0.498257709807117,-1.64951268296379,2.13979534632062e-05,0.000560842158417986,0.000417264824499232,2270,"tags=30%, list=9%, signal=28%","10956/57584/775/80024/375387/920/57338/7220/1236/5334/2811/2247/3270/23345/805/6363/6622/55187/3690/10142/6366/5318/3708/5581/2946/5566/22873/1193/930/5144/623/3954/25/2852/5241/25777/817/6546/5048/27069/3099/152404/844/845/1756/5336/2316/6263/84502/2185/9472/857/5663/57158/5350/6717/23228/199699/65018/287/288/477/801/201140/79085/51196"
"GO:0001942","GO:0001942","hair follicle development",95,0.670141342262107,1.88509919547124,2.15457229730847e-05,0.000562352384544362,0.000418388428048142,2547,"tags=25%, list=10%, signal=23%","1001/94234/3624/4488/6662/27121/3872/64434/6469/8549/6615/147409/1775/10913/55612/3066/50814/147495/54888/7474/84283/1747/7976/22943"
"GO:0035590","GO:0035590","purinergic nucleotide receptor signaling pathway",32,-0.778646507754417,-1.91405638541447,2.29626472558111e-05,0.000594360969218877,0.000442202715662245,3828,"tags=56%, list=14%, signal=48%","5027/29909/54550/53829/5029/2857/1511/286530/6900/5030/64805/22953/140/5025/5023/111/5028/9934"
"GO:0034763","GO:0034763","negative regulation of transmembrane transport",110,-0.585425096546039,-1.79016305458786,2.28886151702268e-05,0.000594360969218877,0.000442202715662245,3612,"tags=32%, list=14%, signal=28%","4947/55917/23479/7779/7009/51548/5167/150/7881/51763/805/10550/5581/2946/55022/130497/55829/1193/5532/6536/4842/596/817/5997/845/857/5579/5350/6717/23327/288/477/51719/801/55198"
"GO:0009755","GO:0009755","hormone-mediated signaling pathway",215,-0.4933459898706,-1.63809652618444,2.52681331356342e-05,0.000651333117768952,0.000484589817290176,1716,"tags=21%, list=6%, signal=20%","56603/6751/5594/5465/8013/9611/367/81285/6753/406/57178/4246/10424/5139/2852/5241/9604/5467/2690/2908/6256/5187/9325/85315/7068/7421/8648/9745/1408/1393/6943/55625/133522/6422/55885/6750/6752/11240/8031/2494/25959/4306/6258/8611/55198"
"GO:0007062","GO:0007062","sister chromatid cohesion",59,0.730438072575059,1.91855064698999,2.56042480353856e-05,0.000657281066850764,0.000489015072939204,2731,"tags=32%, list=10%, signal=29%","79075/113130/699/8313/151648/5347/701/1663/8260/83903/9700/2237/991/11044/91272/9555/4361/55869/151246"
"GO:0065004","GO:0065004","protein-DNA complex assembly",211,0.554062476798296,1.70814559449265,2.64534359943791e-05,0.000676297269397282,0.000503163068590239,4752,"tags=33%, list=18%, signal=27%","55355/6662/2491/1058/8208/29028/8318/55839/64946/401541/64754/64425/1063/79172/9735/81620/6418/3008/4171/55723/4673/9787/3009/1062/387103/10036/8364/4869/9733/9555/8366/6749/8356/3014/6874/8346/83743/646817/8367/9013/8360/8354/6597/8358/54069/11339/8348/80152/23234/4678/64105/4676/54107/90390/84246/5888/8359/6881/653604/6880/10910/9440/9442/7290/6875/8340/8368/10541/6873"
"GO:0016073","GO:0016073","snRNA metabolic process",58,0.719323981397006,1.88376164293986,2.6678340215583e-05,0.00067926320924411,0.000505369718627306,2621,"tags=29%, list=10%, signal=26%","1736/23404/51010/55726/23016/25896/84524/56915/11340/54512/6621/10208/55656/84186/64852/1022/55651"
"GO:0043039","GO:0043039","tRNA aminoacylation",44,0.761303061133343,1.89731776986628,2.79532217707765e-05,0.000708830070756519,0.00052736737179013,2543,"tags=45%, list=10%, signal=41%","2617/3376/7407/1615/8565/16/79587/80755/124454/4141/51067/283459/3735/57176/10056/80222/54938/92935/2193/79731"
"GO:0000387","GO:0000387","spliceosomal snRNP assembly",49,0.755822271823685,1.91740276754694,2.96696115101859e-05,0.000749307840488014,0.00055748270679058,4359,"tags=65%, list=16%, signal=55%","79084/96764/6636/25929/6628/9129/26834/1207/26831/9733/26835/10419/27339/26832/6632/24148/6633/11171/54960/100151683/6631/6635/57819/100151684/26828/54496/50628/25980/25804/10772/79833/26121"
"GO:0055117","GO:0055117","regulation of cardiac muscle contraction",74,-0.656291964284974,-1.87892436311699,3.05336958921851e-05,0.000768020947481655,0.000571405200291358,2263,"tags=46%, list=9%, signal=42%","775/147/1829/10021/3270/805/54795/10142/5318/2946/5566/1193/5144/4092/4842/148/5294/817/6546/5997/845/1756/1113/29119/8654/6548/5025/857/1824/5350/6717/287/477/801"
"GO:0000462","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",35,0.800636577424248,1.92512220336046,3.17985562680848e-05,0.000796624072290413,0.000592685836338981,3671,"tags=63%, list=14%, signal=54%","705/23160/10171/84916/8602/25879/23212/27042/10799/55127/57647/79954/9277/55813/27340/55720/6227/65095/9790/6223/2068/10607"
"GO:0055119","GO:0055119","relaxation of cardiac muscle",18,-0.873835460577244,-1.9340328960081,3.28674747546277e-05,0.00082010923007747,0.000610158720813278,2263,"tags=67%, list=9%, signal=61%","3270/2946/5144/817/6546/5997/1113/8654/5025/5350/2934/477"
"GO:1901989","GO:1901989","positive regulation of cell cycle phase transition",113,0.621800655526598,1.77514664482976,3.3200107297655e-05,0.000825108642720206,0.000613878268296753,1977,"tags=31%, list=7%, signal=29%","225689/994/221150/11065/595/2146/51434/113130/27085/6241/990/898/891/55920/80174/1019/51514/983/51692/332/995/6491/993/11200/9700/7027/8451/9787/26271/55835/991/8881/79915/4869/220134"
"GO:0043401","GO:0043401","steroid hormone receptor signaling pathway",131,-0.573377406949471,-1.78809702429865,3.35769401988269e-05,0.000827877284427993,0.000615938129130966,2697,"tags=25%, list=10%, signal=23%","5594/5465/8013/9611/367/81285/406/57178/4246/10424/5139/2852/5241/9604/5467/2908/6256/5187/9325/85315/8648/1408/6943/55625/133522/6422/55885/11240/8031/25959/4306/6258/8611"
"GO:0006091","GO:0006091","generation of precursor metabolites and energy",465,-0.411885644876616,-1.45593728000303,3.34605047792178e-05,0.000827877284427993,0.000615938129130966,3499,"tags=23%, list=13%, signal=20%","5563/3643/3988/4512/116285/23479/522/9365/4720/5260/2230/65084/54205/4724/7345/51548/113829/4698/4541/9377/3479/4709/1738/1743/1350/5167/506/6390/1352/5465/155/37/4717/8013/9611/7385/5257/4967/23710/92259/3158/4707/51422/51763/2108/6622/80219/23530/178/4190/2538/56181/5500/23786/9759/51071/5566/8802/55022/55829/3953/2235/515/4719/405/10891/3155/1346/3572/6392/2629/291/7386/498/847/5467/27069/3099/5507/50/5502/3419/9927/8445/54677/5236/34/38/23596/10580/5663/8850/137872/64080/54511/65018/8987/32/8801/7957/8671/51/79085/5837/2110/7360"
"GO:0044282","GO:0044282","small molecule catabolic process",363,-0.434902736466245,-1.52429412812587,3.41465865668135e-05,0.000838607901589696,0.000623921674981686,3019,"tags=23%, list=11%, signal=21%","11001/3067/6566/5106/5826/56603/55862/1738/1743/64174/5465/37/66002/1036/55289/57379/254013/2108/51816/56898/26275/1666/1806/23786/2820/10455/51071/30/128/2805/27034/4329/225/1576/36/55902/5264/4351/130589/8630/3155/2168/4842/3033/5467/549/3099/5105/7263/1962/57016/84830/2875/83667/7498/54677/5236/34/38/27284/1268/10449/137872/64080/5825/6817/54511/6342/1374/1376/197257/493/32/35/3030/6898/171586/3032/6799/51/1610/8647/2110"
"GO:0070593","GO:0070593","dendrite self-avoidance",16,-0.884553207307955,-1.90841865582899,3.46239263205783e-05,0.000846996283873598,0.000630162605355747,1990,"tags=62%, list=8%, signal=58%","57453/84665/682/2131/91624/57549/6900/23022/27020/152330"
"GO:0070296","GO:0070296","sarcoplasmic reticulum calcium ion transport",43,-0.730857740043461,-1.91702856384865,3.49415955135568e-05,0.000851428409427997,0.000633460093006874,2263,"tags=44%, list=9%, signal=40%","3270/805/2946/5566/1193/5144/817/6546/844/845/1756/6263/9472/5350/6717/287/477/801/201140"
"GO:0042063","GO:0042063","gliogenesis",339,-0.440385227258857,-1.52734625572675,3.57560398464758e-05,0.000867883955495393,0.000645702968188047,3395,"tags=29%, list=13%, signal=26%","7223/5795/1840/4920/9948/4152/22911/7074/22800/4615/4720/375387/8506/2840/5728/26022/1880/9839/3845/5594/6886/1436/6833/6692/5894/2737/56288/5179/2247/712/1435/57142/9921/1956/5803/1464/7846/3398/2885/5595/57716/1272/4919/1524/9682/4653/6547/92737/153090/10397/10100/89927/57178/3953/2255/4137/3572/25/729230/2629/5649/4147/1181/25777/163175/5048/10800/2908/26228/1191/2596/9283/7732/6900/8929/64398/4692/64805/2185/6663/4336/5025/650/23500/9215/5663/482/1902/2824/5028/9423/7957/5764/4118/5354/8613/443/1030"
"GO:0030041","GO:0030041","actin filament polymerization",153,-0.53186282718593,-1.69103371061186,3.67921549429122e-05,0.000889571560208861,0.000661838478756833,4041,"tags=33%, list=15%, signal=28%","3055/119/51466/57731/2314/11078/23191/6356/91663/7408/10109/29766/1236/23242/7454/79822/23607/3071/29767/199/3059/2059/382/23580/9353/5063/57704/2885/10602/6366/51429/5581/4690/5580/81553/50853/25/2185/85477/57482/23500/7111/253725/8976/2934/25802/51676/25959/6840/118/11170"
"GO:0006911","GO:0006911","phagocytosis, engulfment",46,-0.713126399860453,-1.90089669338514,3.75539778462534e-05,0.000904485381486212,0.000672934315481127,4728,"tags=54%, list=18%, signal=45%","1182/4627/51454/575/19/2213/8678/91937/9844/1793/23616/84466/3071/199/9938/998/1181/51411/26228/948/5336/114786/2150/2934/55198"
"GO:0048167","GO:0048167","regulation of synaptic plasticity",210,-0.493045686424599,-1.63435688593919,4.01267913425719e-05,0.000961632809496886,0.000715451824483517,3055,"tags=30%, list=12%, signal=26%","22986/57338/4131/10755/3845/23096/23607/815/5594/22930/2892/6344/3706/6860/2903/2890/5179/6616/6622/5621/128977/9495/3815/57616/1524/6855/6547/4130/9145/5532/57282/4137/25/6543/5649/91851/817/4208/6505/152404/116443/6900/57406/266743/4355/6844/1979/80863/84502/2185/9215/22849/5663/27020/152330/6285/3745/818/5152/5764/10590/11170"
"GO:0051146","GO:0051146","striated muscle cell differentiation",291,-0.454517774489605,-1.54351591634943,4.0235037396391e-05,0.000961632809496886,0.000715451824483517,3273,"tags=29%, list=12%, signal=26%","9948/3084/4089/8506/79365/4606/4892/3756/29766/8837/51548/836/6272/3845/56603/1793/1794/3479/11214/7504/7140/5465/5156/9750/5592/29767/30846/8538/7373/84814/23345/657/4205/6443/9759/6416/92737/3566/9734/84665/5532/1760/4842/596/221662/148/4211/124872/6546/4756/4208/8912/50937/5997/844/51177/8470/22953/34/6548/150572/577/57462/221476/9472/824/650/1827/9215/7111/93649/2318/11149/5239/25802/7168/51676/4629/11155/10398/1073/8736/64091/840/1465"
"GO:0010644","GO:0010644","cell communication by electrical coupling",32,-0.768184069386711,-1.88833778683954,4.287893991239e-05,0.00101702976111593,0.000756666984485602,2263,"tags=50%, list=9%, signal=46%","3270/805/10052/5318/3736/5566/5144/817/6546/845/857/482/6717/288/477/801"
"GO:0006939","GO:0006939","smooth muscle contraction",105,-0.575287693060756,-1.74866134513472,4.28143761033062e-05,0.00101702976111593,0.000756666984485602,2513,"tags=38%, list=10%, signal=35%","6869/497189/5592/59/150/80763/1129/1136/1143/3815/1910/143872/322/2852/148/624/3363/6546/406937/490/5997/154/2668/1907/22953/5023/857/3778/6338/1908/93649/6525/6752/11280/6865/1264/4629/493/477/4638"
"GO:0043038","GO:0043038","amino acid activation",45,0.761091414208522,1.89905719866639,4.33247305118142e-05,0.00102371086716931,0.000761637706645091,2543,"tags=44%, list=10%, signal=40%","2617/3376/7407/1615/8565/16/79587/80755/124454/4141/51067/283459/3735/57176/10056/80222/54938/92935/2193/79731"
"GO:0033260","GO:0033260","nuclear DNA replication",41,0.768527677443324,1.89582130978471,4.46370033036698e-05,0.0010507382136162,0.000781745968484131,2660,"tags=56%, list=10%, signal=51%","675/8318/9837/4172/80174/29980/4173/1763/4175/1602/81620/10926/3978/64785/4171/2237/5422/641/51750/5111/79915/8317/54962"
"GO:0090329","GO:0090329","regulation of DNA-templated DNA replication",41,0.767890598260515,1.89424974856936,4.61004972734591e-05,0.00108110865410465,0.000804341481910095,2660,"tags=51%, list=10%, signal=46%","345643/1017/144455/90381/4172/80174/4176/4173/8914/4175/1602/81620/10926/6742/4171/641/26271/3980/56897/8317/54962"
